CLIENTE,STATUS,IDADE,ESTADO,RESIDENCIA,TEMP_RESID_ANO_COMPLET,ESTADO_CIVIL,INSTRU,RENDA_TOTAL,RST
CLI_1037,bom,35,RJ,OUTR,2.0,CASADO,SUP,5669,sim
CLI_1038,bom,33,RJ,Não Informado,11.0,CASADO,SUP,5131,sim
CLI_1039,bom,32,RJ,ALUG,1.0,CASADO,SUP,4918,sim
CLI_1040,mau,35,RJ,PROP,7.0,CASADO,SUP,6434,nao
CLI_1041,bom,33,RJ,PROP,12.0,CASADO,Não Informado,5051,sim
CLI_1042,bom,24,SC,PROP,12.0,SOLTEIRO,SUP,5094,sim
CLI_1043,bom,28,SC,PROP,4.0,CASADO,SEC,6013,nao
CLI_1044,mau,59,SC,PROP,19.0,CASADO,SEC,8162,sim
CLI_1045,bom,56,SP,PROP,20.0,CASADO,SUP,8045,sim
CLI_1046,bom,50,MG,PROP,4.0,CASADO,SEC,6792,sim
CLI_1047,mau,34,RJ,ALUG,3.0,CASADO,SUP,5154,sim
CLI_1048,bom,35,RJ,PROP,12.0,CASADO,Não Informado,5086,sim
CLI_1049,bom,61,RJ,PROP,11.0,CASADO,SUP,8126,sim
CLI_1050,bom,35,RJ,PROP,6.0,CASADO,SEC,5179,sim
CLI_1051,bom,46,RJ,PROP,10.0,CASADO,SUP,7737,sim
CLI_1052,bom,35,RJ,PROP,1.0,CASADO,PRIM,6213,sim
CLI_1053,bom,22,SC,PROP,8.0,SOLTEIRO,SUP,3738,sim
CLI_1054,bom,33,RJ,PROP,3.0,CASADO,SEC,4954,sim
CLI_1055,mau,26,SC,PROP,27.0,SOLTEIRO,Não Informado,5824,sim
CLI_1056,bom,25,SC,ALUG,1.0,SOLTEIRO,Não Informado,4126,sim
CLI_1057,mau,48,MG,PROP,12.0,CASADO,Não Informado,8058,sim
CLI_1058,mau,30,SC,Não Informado,10.0,SOLTEIRO,SUP,4798,sim
CLI_1059,mau,49,RJ,PROP,7.0,CASADO,SEC,6834,nao
CLI_1060,bom,61,RJ,PROP,12.0,CASADO,Não Informado,8386,sim
CLI_1061,bom,25,RJ,PROP,1.0,CASADO,SUP,4391,sim
CLI_1062,bom,57,RJ,PROP,10.0,CASADO,SUP,7895,sim
CLI_1063,bom,50,RJ,PROP,8.0,CASADO,SUP,6557,sim
CLI_1064,mau,53,RJ,PROP,12.0,CASADO,SEC,6803,sim
CLI_1065,bom,40,RJ,PROP,13.0,CASADO,SUP,6181,sim
CLI_1066,bom,38,SC,ALUG,6.0,SOLTEIRO,SEC,5935,sim
CLI_1067,bom,22,RJ,ALUG,1.0,CASADO,SUP,4941,sim
CLI_1068,bom,48,MG,PROP,24.0,CASADO,Não Informado,7488,sim
CLI_1069,bom,24,SC,PROP,17.0,SOLTEIRO,SUP,4506,sim
CLI_1070,bom,55,RJ,PROP,19.0,CASADO,SUP,8282,sim
CLI_1071,bom,58,SC,PROP,31.0,CASADO,SEC,8331,sim
CLI_1072,bom,23,SC,PROP,21.0,SOLTEIRO,SEC,3945,sim
CLI_1073,bom,75,RJ,PROP,20.0,CASADO,SUP,10186,sim
CLI_1074,bom,54,RJ,PROP,12.0,CASADO,SEC,8045,sim
CLI_1075,bom,42,RJ,PROP,12.0,CASADO,SUP,6053,sim
CLI_1076,bom,21,SC,PROP,2.0,SOLTEIRO,SEC,3674,sim
CLI_1077,mau,32,RJ,OUTR,12.0,CASADO,Não Informado,6236,sim
CLI_1078,bom,20,SC,PROP,20.0,SOLTEIRO,SEC,5179,nao
CLI_1079,bom,28,MG,PROP,11.0,CASADO,Não Informado,5641,sim
CLI_1080,bom,45,RJ,PROP,6.0,CASADO,SUP,7390,sim
CLI_1081,bom,43,SP,PROP,8.0,CASADO,SUP,6142,sim
CLI_1082,bom,33,RJ,Não Informado,13.0,CASADO,Não Informado,5567,sim
CLI_1083,bom,28,RJ,PROP,1.0,CASADO,SEC,4978,sim
CLI_1084,mau,52,SP,PROP,1.0,CASADO,SEC,7863,nao
CLI_1085,bom,37,SC,PROP,21.0,SOLTEIRO,SEC,6535,sim
CLI_1086,mau,71,RJ,PROP,23.0,CASADO,SUP,9614,sim
CLI_1087,bom,54,SC,Não Informado,13.0,CASADO,Não Informado,7400,sim
CLI_1088,bom,48,SP,PROP,13.0,CASADO,SUP,7258,sim
CLI_1089,bom,22,RJ,ALUG,1.0,CASADO,SUP,3977,sim
CLI_1090,mau,39,MG,PROP,12.0,CASADO,SUP,6802,nao
CLI_1091,mau,18,SC,PROP,8.0,SOLTEIRO,Não Informado,3869,sim
CLI_1092,mau,39,RJ,PROP,11.0,CASADO,SUP,6896,sim
CLI_1093,bom,56,SP,PROP,55.0,CASADO,SUP,7167,sim
CLI_1094,bom,22,SC,PROP,20.0,SOLTEIRO,SUP,4533,sim
CLI_1095,mau,29,RJ,PROP,1.0,CASADO,SUP,5012,sim
CLI_1096,mau,39,RJ,ALUG,9.0,CASADO,SUP,5811,sim
CLI_1097,bom,32,SC,ALUG,11.0,SOLTEIRO,SUP,5512,sim
CLI_1098,bom,34,RJ,ALUG,5.0,CASADO,SEC,5669,sim
CLI_1099,bom,36,RJ,PROP,10.0,CASADO,SUP,6382,sim
CLI_1100,bom,55,RJ,PROP,4.0,CASADO,SUP,7121,sim
CLI_1101,bom,65,MG,PROP,21.0,CASADO,SEC,9272,nao
CLI_1102,bom,32,RJ,PROP,10.0,CASADO,SUP,4801,sim
CLI_1103,bom,46,SC,PROP,23.0,CASADO,SUP,6366,sim
CLI_1104,mau,51,RJ,PROP,10.0,CASADO,SUP,7934,sim
CLI_1105,mau,67,RJ,PROP,19.0,CASADO,Não Informado,8827,nao
CLI_1106,mau,34,RJ,PROP,2.0,CASADO,SUP,6227,sim
CLI_1107,mau,52,SC,PROP,15.0,CASADO,SEC,7727,sim
CLI_1108,bom,36,RJ,PROP,3.0,CASADO,Não Informado,6407,sim
CLI_1109,mau,58,RJ,PROP,16.0,CASADO,Não Informado,7315,sim
CLI_1110,bom,52,RJ,PROP,11.0,CASADO,SUP,8176,sim
CLI_1111,mau,40,RJ,ALUG,11.0,CASADO,Não Informado,5972,sim
CLI_1112,mau,39,MG,PROP,0.0,CASADO,SUP,6464,nao
CLI_1113,bom,47,MG,PROP,8.0,CASADO,SUP,7516,sim
CLI_1114,mau,63,MG,ALUG,6.0,CASADO,PRIM,9067,sim
CLI_1115,bom,41,RJ,PROP,12.0,CASADO,Não Informado,6914,nao
CLI_1116,bom,30,RJ,OUTR,1.0,CASADO,SEC,4511,sim
CLI_1117,bom,35,RJ,PROP,2.0,CASADO,SEC,5604,sim
CLI_1118,bom,55,RJ,PROP,19.0,CASADO,SUP,7270,sim
CLI_1119,mau,38,RJ,PROP,38.0,CASADO,SEC,6763,nao
CLI_1120,bom,24,SC,OUTR,1.0,SOLTEIRO,Não Informado,3964,nao
CLI_1121,mau,52,RJ,PROP,20.0,CASADO,Não Informado,7106,sim
CLI_1122,bom,24,SC,PROP,20.0,SOLTEIRO,Não Informado,4628,sim
CLI_1123,bom,35,RJ,ALUG,13.0,CASADO,Não Informado,6025,sim
CLI_1124,bom,30,SC,OUTR,18.0,SOLTEIRO,Não Informado,5332,nao
CLI_1125,mau,26,RJ,PROP,18.0,SOLTEIRO,SEC,4251,sim
CLI_1126,bom,71,SC,PROP,10.0,CASADO,Não Informado,10258,sim
CLI_1127,bom,41,RJ,PROP,16.0,CASADO,SUP,7316,sim
CLI_1128,mau,34,RJ,OUTR,11.0,CASADO,Não Informado,6384,sim
CLI_1129,bom,55,RJ,PROP,11.0,CASADO,Não Informado,8083,sim
CLI_1130,bom,50,SP,PROP,11.0,CASADO,SEC,8170,sim
CLI_1131,bom,56,RJ,PROP,13.0,CASADO,SUP,7359,sim
CLI_1132,mau,35,RJ,PROP,2.0,CASADO,SUP,6176,sim
CLI_1133,bom,31,RJ,ALUG,4.0,CASADO,SUP,6144,sim
CLI_1134,mau,40,RJ,PROP,6.0,CASADO,Não Informado,6148,sim
CLI_1135,bom,33,RJ,ALUG,4.0,CASADO,Não Informado,5383,sim
CLI_1136,mau,38,MG,PROP,13.0,CASADO,SUP,7062,sim
CLI_1137,mau,56,SC,PROP,21.0,SOLTEIRO,SEC,7113,sim
CLI_1138,bom,37,SC,PROP,21.0,CASADO,SUP,6234,sim
CLI_1139,bom,83,RJ,PROP,32.0,CASADO,SUP,11126,sim
CLI_1140,bom,54,SC,PROP,14.0,CASADO,PRIM,8431,sim
CLI_1141,mau,44,SP,PROP,11.0,CASADO,Não Informado,6314,sim
CLI_1142,bom,51,RJ,PROP,16.0,CASADO,SUP,7285,sim
CLI_1143,bom,36,SP,PROP,11.0,DIVORCIADO,Não Informado,6889,sim
CLI_1144,bom,26,RJ,ALUG,3.0,CASADO,SUP,4607,sim
CLI_1145,bom,21,RJ,ALUG,1.0,CASADO,SEC,4908,sim
CLI_1146,bom,66,SC,PROP,27.0,SOLTEIRO,Não Informado,8260,sim
CLI_1147,bom,46,MG,PROP,5.0,CASADO,SEC,7851,sim
CLI_1148,bom,54,RJ,PROP,3.0,CASADO,SUP,7603,sim
CLI_1149,mau,26,SC,PROP,13.0,SOLTEIRO,Não Informado,5828,sim
CLI_1150,bom,28,RJ,PROP,1.0,CASADO,SUP,4854,sim
CLI_1151,bom,36,RJ,ALUG,1.0,CASADO,SEC,6334,nao
CLI_1152,mau,20,RJ,PROP,25.0,CASADO,SUP,4434,sim
CLI_1153,mau,31,RJ,ALUG,11.0,CASADO,SUP,6390,nao
CLI_1154,bom,32,RJ,PROP,4.0,CASADO,SEC,4871,sim
CLI_1155,bom,67,SC,PROP,25.0,CASADO,SUP,9524,sim
CLI_1156,bom,28,SC,PROP,7.0,CASADO,SEC,5747,sim
CLI_1157,mau,52,SC,PROP,23.0,CASADO,SEC,7927,sim
CLI_1158,bom,55,MG,PROP,11.0,CASADO,SUP,7959,sim
CLI_1159,mau,27,SC,OUTR,24.0,SOLTEIRO,SUP,5548,sim
CLI_1160,bom,32,RJ,PROP,12.0,CASADO,Não Informado,4882,sim
CLI_1161,bom,42,RJ,PROP,18.0,CASADO,SEC,5977,sim
CLI_1162,bom,22,SC,PROP,8.0,SOLTEIRO,SUP,5377,sim
CLI_1163,mau,21,SC,PROP,11.0,SOLTEIRO,Não Informado,4775,sim
CLI_1164,mau,36,RJ,PROP,12.0,CASADO,Não Informado,5957,sim
CLI_1165,bom,36,SP,PROP,11.0,DIVORCIADO,Não Informado,5348,sim
CLI_1166,bom,40,RJ,PROP,3.0,CASADO,SUP,6650,sim
CLI_1167,bom,61,RJ,PROP,16.0,CASADO,SUP,7818,sim
CLI_1168,bom,57,SC,PROP,11.0,CASADO,SEC,7493,nao
CLI_1169,bom,45,MG,PROP,12.0,CASADO,SUP,6696,nao
CLI_1170,mau,31,RJ,PROP,7.0,CASADO,SUP,4648,sim
CLI_1171,bom,56,RJ,PROP,11.0,CASADO,Não Informado,7681,sim
CLI_1172,bom,61,RJ,PROP,11.0,CASADO,SUP,8082,sim
CLI_1173,mau,52,RJ,OUTR,4.0,CASADO,PRIM,7502,nao
CLI_1174,mau,49,RJ,PROP,20.0,CASADO,SEC,7917,sim
CLI_1175,bom,41,RJ,PROP,16.0,CASADO,SUP,7169,sim
CLI_1176,bom,65,SC,PROP,26.0,CASADO,SUP,9020,sim
CLI_1177,bom,32,RJ,PROP,6.0,CASADO,Não Informado,4854,sim
CLI_1178,mau,33,RJ,PROP,3.0,CASADO,SEC,4823,sim
CLI_1179,mau,77,SC,PROP,37.0,SOLTEIRO,Não Informado,10948,sim
CLI_1180,mau,56,MG,PROP,14.0,CASADO,PRIM,7945,sim
CLI_1181,mau,34,RJ,ALUG,3.0,CASADO,SUP,5445,sim
CLI_1182,bom,65,SC,PROP,10.0,CASADO,SUP,8940,sim
CLI_1183,mau,25,SC,PROP,1.0,SOLTEIRO,PRIM,4774,sim
CLI_1184,bom,54,RJ,PROP,13.0,CASADO,SEC,7171,sim
CLI_1185,bom,36,RJ,PROP,4.0,CASADO,SEC,5213,sim
CLI_1186,mau,38,RJ,PROP,38.0,CASADO,SEC,6117,nao
CLI_1187,mau,48,RJ,OUTR,10.0,CASADO,PRIM,7335,sim
CLI_1188,bom,44,RJ,PROP,3.0,CASADO,SUP,6343,nao
CLI_1189,bom,24,SC,OUTR,25.0,SOLTEIRO,Não Informado,4649,sim
CLI_1190,bom,50,RJ,PROP,12.0,CASADO,SUP,7955,sim
CLI_1191,bom,53,SC,PROP,19.0,CASADO,SUP,7788,sim
CLI_1192,bom,32,RJ,PROP,4.0,CASADO,SEC,5897,sim
CLI_1193,bom,64,RJ,PROP,33.0,CASADO,SEC,8518,sim
CLI_1194,mau,33,RJ,PROP,10.0,CASADO,SUP,5583,sim
CLI_1195,bom,85,SC,PROP,10.0,SOLTEIRO,SUP,10703,sim
CLI_1196,bom,56,SP,PROP,4.0,DIVORCIADO,SUP,8184,nao
CLI_1197,bom,35,RJ,PROP,11.0,CASADO,SEC,6199,sim
CLI_1198,bom,29,RJ,PROP,1.0,CASADO,SUP,5225,sim
CLI_1199,bom,25,RJ,PROP,3.0,CASADO,SUP,5251,sim
CLI_1200,mau,29,RJ,PROP,1.0,CASADO,SUP,5753,sim
CLI_1201,bom,64,RJ,PROP,33.0,CASADO,SEC,9597,sim
CLI_1202,mau,54,MG,PROP,9.0,CASADO,Não Informado,7317,sim
CLI_1203,bom,37,RJ,PROP,16.0,CASADO,SUP,5807,sim
CLI_1204,mau,37,RJ,ALUG,13.0,CASADO,SUP,6127,sim
CLI_1205,bom,21,SC,PROP,7.0,SOLTEIRO,SEC,4410,sim
CLI_1206,bom,37,RJ,PROP,14.0,CASADO,Não Informado,5534,sim
CLI_1207,bom,57,RJ,PROP,12.0,CASADO,SUP,8025,sim
CLI_1208,mau,44,RJ,PROP,1.0,CASADO,SEC,6242,sim
CLI_1209,bom,53,RJ,PROP,3.0,CASADO,SUP,7329,sim
CLI_1210,bom,26,RJ,PROP,5.0,CASADO,SEC,5687,sim
CLI_1211,bom,32,RJ,PROP,1.0,CASADO,SUP,5264,sim
CLI_1212,bom,45,RJ,Não Informado,12.0,CASADO,SUP,7616,sim
CLI_1213,bom,64,SC,PROP,5.0,CASADO,SUP,9676,nao
CLI_1214,mau,23,SC,PROP,23.0,SOLTEIRO,Não Informado,5330,sim
CLI_1215,bom,44,SP,PROP,12.0,DIVORCIADO,SEC,6099,sim
CLI_1216,bom,38,RJ,PROP,13.0,CASADO,SUP,6167,sim
CLI_1217,mau,85,RJ,PROP,4.0,CASADO,SUP,11700,sim
CLI_1218,mau,40,RJ,PROP,13.0,CASADO,Não Informado,6632,sim
CLI_1219,bom,45,RJ,PROP,5.0,CASADO,SUP,7276,sim
CLI_1220,bom,18,SC,OUTR,12.0,SOLTEIRO,SEC,3334,sim
CLI_1221,mau,29,RJ,PROP,4.0,CASADO,SUP,4951,sim
CLI_1222,bom,33,RJ,PROP,12.0,CASADO,Não Informado,5788,sim
CLI_1223,bom,48,SC,PROP,15.0,CASADO,SEC,7912,nao
CLI_1224,bom,44,MG,ALUG,0.0,CASADO,SUP,6765,sim
CLI_1225,bom,55,MG,PROP,2.0,CASADO,Não Informado,8203,nao
CLI_1226,bom,32,RJ,PROP,11.0,CASADO,SEC,5287,sim
CLI_1227,mau,47,SC,PROP,10.0,CASADO,SUP,7841,sim
CLI_1228,bom,48,RJ,PROP,10.0,CASADO,Não Informado,7004,sim
CLI_1229,mau,33,RJ,PROP,30.0,CASADO,PRIM,5090,sim
CLI_1230,bom,49,SC,OUTR,2.0,CASADO,Não Informado,7841,sim
CLI_1231,bom,68,SC,ALUG,25.0,SOLTEIRO,SEC,9490,sim
CLI_1232,bom,46,RJ,PROP,14.0,CASADO,SUP,6782,sim
CLI_1233,bom,41,RJ,PROP,12.0,CASADO,Não Informado,7080,sim
CLI_1234,mau,34,RJ,PROP,21.0,CASADO,SUP,5798,sim
CLI_1235,bom,22,SC,PROP,21.0,SOLTEIRO,Não Informado,3846,nao
CLI_1236,bom,41,SC,PROP,44.0,CASADO,SUP,6253,sim
CLI_1237,bom,57,SC,PROP,11.0,SOLTEIRO,SUP,8358,sim
CLI_1238,bom,29,RJ,PROP,28.0,CASADO,SEC,5257,sim
CLI_1239,mau,26,SC,PROP,10.0,SOLTEIRO,SUP,5713,sim
CLI_1240,bom,61,RJ,PROP,26.0,CASADO,Não Informado,8638,sim
CLI_1241,bom,33,RJ,ALUG,4.0,CASADO,Não Informado,6221,sim
CLI_1242,bom,32,RJ,PROP,1.0,CASADO,SEC,6488,sim
CLI_1243,bom,69,SC,PROP,30.0,SOLTEIRO,SUP,9550,sim
CLI_1244,mau,49,RJ,PROP,9.0,CASADO,PRIM,6882,nao
CLI_1245,bom,67,SC,PROP,3.0,SOLTEIRO,SUP,9847,sim
CLI_1246,bom,29,SC,PROP,1.0,SOLTEIRO,SUP,5016,nao
CLI_1247,bom,49,MG,PROP,3.0,CASADO,SUP,6970,sim
CLI_1248,bom,60,SC,PROP,21.0,CASADO,SUP,7559,sim
CLI_1249,bom,29,RJ,ALUG,2.0,CASADO,SUP,4584,sim
CLI_1250,bom,31,RJ,PROP,4.0,CASADO,Não Informado,4997,sim
CLI_1251,mau,30,RJ,PROP,11.0,CASADO,Não Informado,6279,sim
CLI_1252,bom,43,RJ,PROP,5.0,CASADO,Não Informado,7214,sim
CLI_1253,bom,49,RJ,PROP,12.0,CASADO,SUP,7727,sim
CLI_1254,mau,31,RJ,ALUG,11.0,CASADO,SUP,4861,sim
CLI_1255,bom,35,SC,PROP,4.0,CASADO,SUP,6249,sim
CLI_1256,mau,27,SC,OUTR,2.0,CASADO,SEC,4652,sim
CLI_1257,mau,27,SC,PROP,1.0,SOLTEIRO,SEC,4645,sim
CLI_1258,bom,43,MG,PROP,5.0,CASADO,SUP,6723,sim
CLI_1259,mau,22,SC,PROP,16.0,SOLTEIRO,Não Informado,3810,sim
CLI_1260,bom,49,RJ,PROP,13.0,CASADO,SUP,7327,nao
CLI_1261,mau,28,SC,PROP,3.0,SOLTEIRO,SUP,4911,sim
CLI_1262,mau,34,RJ,PROP,8.0,CASADO,SUP,6333,sim
CLI_1263,mau,32,RJ,PROP,6.0,CASADO,SUP,4859,sim
CLI_1264,bom,26,RJ,ALUG,3.0,CASADO,SUP,5182,sim
CLI_1265,bom,24,SC,PROP,20.0,SOLTEIRO,Não Informado,4058,sim
CLI_1266,bom,24,SC,PROP,8.0,CASADO,SUP,4457,nao
CLI_1267,mau,32,RJ,PROP,1.0,DIVORCIADO,SUP,6309,sim
CLI_1268,bom,49,RJ,ALUG,1.0,DIVORCIADO,SUP,6886,nao
CLI_1269,bom,45,MG,PROP,7.0,CASADO,Não Informado,6389,sim
CLI_1270,bom,23,SC,ALUG,4.0,SOLTEIRO,Não Informado,5339,sim
CLI_1271,bom,33,RJ,PROP,20.0,DIVORCIADO,SUP,5650,nao
CLI_1272,mau,27,SC,PROP,10.0,SOLTEIRO,SEC,4713,sim
CLI_1273,bom,26,RJ,PROP,4.0,DIVORCIADO,SEC,5496,sim
CLI_1274,bom,45,RJ,PROP,12.0,DIVORCIADO,SUP,7716,sim
CLI_1275,bom,58,SC,ALUG,3.0,CASADO,Não Informado,7793,sim
CLI_1276,bom,40,RJ,PROP,3.0,DIVORCIADO,SUP,6686,sim
CLI_1277,bom,34,RJ,ALUG,2.0,DIVORCIADO,SUP,5246,sim
CLI_1278,bom,78,RJ,PROP,21.0,DIVORCIADO,SEC,9954,sim
CLI_1279,bom,33,RJ,PROP,22.0,DIVORCIADO,SEC,5513,sim
CLI_1280,mau,51,MG,OUTR,11.0,CASADO,SUP,8266,sim
CLI_1281,bom,21,RJ,OUTR,13.0,DIVORCIADO,SUP,4441,sim
CLI_1282,mau,24,SC,PROP,24.0,SOLTEIRO,Não Informado,4839,sim
CLI_1283,bom,42,RJ,PROP,5.0,DIVORCIADO,PRIM,5890,sim
CLI_1284,mau,30,RJ,ALUG,1.0,DIVORCIADO,SUP,5599,sim
CLI_1285,bom,19,SC,Não Informado,11.0,SOLTEIRO,Não Informado,5145,sim
CLI_1286,bom,29,SC,PROP,7.0,SOLTEIRO,Não Informado,6111,sim
CLI_1287,bom,33,RJ,PROP,2.0,DIVORCIADO,SUP,6574,sim
CLI_1288,bom,34,RJ,PROP,32.0,DIVORCIADO,SEC,5693,sim
CLI_1289,bom,46,RJ,ALUG,6.0,DIVORCIADO,SEC,7227,nao
CLI_1290,bom,29,RJ,ALUG,2.0,DIVORCIADO,SEC,5013,sim
CLI_1291,bom,36,MG,ALUG,3.0,CASADO,PRIM,5567,sim
CLI_1292,mau,46,SC,PROP,20.0,CASADO,Não Informado,7686,sim
CLI_1293,bom,42,RJ,PROP,2.0,DIVORCIADO,SUP,6129,sim
CLI_1294,bom,44,SP,PROP,12.0,DIVORCIADO,SEC,7180,sim
CLI_1295,bom,52,RJ,PROP,30.0,DIVORCIADO,SEC,7914,nao
CLI_1296,bom,68,SC,PROP,11.0,CASADO,SUP,8912,sim
CLI_1297,mau,26,SC,PROP,27.0,SOLTEIRO,Não Informado,4143,sim
CLI_1298,bom,24,SC,PROP,12.0,SOLTEIRO,SUP,5231,sim
CLI_1299,bom,23,SC,OUTR,4.0,SOLTEIRO,SUP,4305,sim
CLI_1300,bom,35,SC,ALUG,8.0,SOLTEIRO,SUP,6634,sim
CLI_1301,mau,61,RJ,PROP,15.0,DIVORCIADO,PRIM,8423,nao
CLI_1302,bom,34,MG,PROP,5.0,CASADO,SUP,5693,sim
CLI_1303,bom,38,RJ,PROP,11.0,DIVORCIADO,SEC,6649,sim
CLI_1304,bom,27,SC,OUTR,9.0,SOLTEIRO,SUP,5673,sim
CLI_1305,bom,28,SC,PROP,28.0,SOLTEIRO,Não Informado,5494,sim
CLI_1306,bom,28,SC,PROP,21.0,SOLTEIRO,SEC,4924,sim
CLI_1307,bom,45,RJ,PROP,12.0,DIVORCIADO,SUP,6219,sim
CLI_1308,bom,25,SC,PROP,22.0,SOLTEIRO,SUP,4564,sim
CLI_1309,bom,37,RJ,PROP,13.0,DIVORCIADO,Não Informado,5848,sim
CLI_1310,mau,25,SC,PROP,20.0,SOLTEIRO,SUP,5763,sim
CLI_1311,bom,41,SC,PROP,25.0,CASADO,SUP,7119,nao
CLI_1312,bom,52,RJ,PROP,10.0,DIVORCIADO,SUP,7769,sim
CLI_1313,bom,33,SC,ALUG,11.0,CASADO,SUP,5366,sim
CLI_1314,bom,63,RJ,PROP,5.0,DIVORCIADO,Não Informado,7906,sim
CLI_1315,mau,47,SC,PROP,10.0,CASADO,SUP,6740,sim
CLI_1316,bom,53,RJ,Não Informado,16.0,DIVORCIADO,SUP,7151,sim
CLI_1317,mau,51,SP,OUTR,18.0,OUTROS,SUP,6731,sim
CLI_1318,bom,54,RJ,PROP,3.0,DIVORCIADO,SEC,8086,sim
CLI_1319,bom,29,RJ,ALUG,2.0,DIVORCIADO,SEC,5104,sim
CLI_1320,bom,37,RJ,Não Informado,1.0,DIVORCIADO,SEC,6359,sim
CLI_1321,mau,61,RJ,PROP,15.0,DIVORCIADO,PRIM,8634,nao
CLI_1322,bom,39,RJ,PROP,39.0,DIVORCIADO,SUP,5832,sim
CLI_1323,bom,21,SC,PROP,12.0,SOLTEIRO,Não Informado,4614,sim
CLI_1324,bom,84,SC,PROP,7.0,CASADO,Não Informado,11342,sim
CLI_1325,mau,26,SC,PROP,9.0,SOLTEIRO,SUP,4684,sim
CLI_1326,mau,51,SP,OUTR,18.0,OUTROS,SUP,7934,sim
CLI_1327,bom,27,RJ,PROP,15.0,DIVORCIADO,SUP,5989,sim
CLI_1328,bom,60,RJ,PROP,15.0,DIVORCIADO,PRIM,8531,sim
CLI_1329,bom,28,SC,PROP,5.0,SOLTEIRO,Não Informado,5482,sim
CLI_1330,bom,33,RJ,PROP,20.0,DIVORCIADO,SUP,6342,nao
CLI_1331,mau,47,SP,PROP,8.0,SOLTEIRO,SUP,6739,nao
CLI_1332,bom,38,RJ,ALUG,1.0,DIVORCIADO,SUP,6493,sim
CLI_1333,bom,57,SC,PROP,1.0,SOLTEIRO,SUP,8541,sim
CLI_1334,bom,33,RJ,PROP,2.0,DIVORCIADO,SUP,5647,sim
CLI_1335,bom,52,MG,PROP,13.0,CASADO,Não Informado,7069,sim
CLI_1336,mau,32,SC,OUTR,4.0,CASADO,SUP,5169,sim
CLI_1337,bom,37,RJ,ALUG,2.0,DIVORCIADO,SUP,6919,sim
CLI_1338,bom,37,RJ,ALUG,2.0,DIVORCIADO,SUP,6775,sim
CLI_1339,bom,28,RJ,OUTR,2.0,DIVORCIADO,SUP,5684,sim
CLI_1340,bom,34,SC,PROP,25.0,SOLTEIRO,Não Informado,6544,sim
CLI_1341,mau,55,RJ,PROP,2.0,DIVORCIADO,SUP,7687,sim
CLI_1342,bom,46,RJ,PROP,5.0,DIVORCIADO,SEC,7461,sim
CLI_1343,mau,27,RJ,Não Informado,11.0,DIVORCIADO,SEC,5841,sim
CLI_1344,mau,48,SC,PROP,10.0,CASADO,PRIM,7673,sim
CLI_1345,bom,37,RJ,PROP,5.0,DIVORCIADO,SEC,6492,sim
CLI_1346,bom,22,SC,PROP,11.0,SOLTEIRO,Não Informado,4620,sim
CLI_1347,bom,64,MG,PROP,3.0,CASADO,SEC,8560,sim
CLI_1348,mau,41,RJ,ALUG,1.0,DIVORCIADO,SUP,6505,sim
CLI_1349,bom,54,RJ,PROP,3.0,DIVORCIADO,SEC,8157,sim
CLI_1350,bom,63,SC,PROP,10.0,CASADO,Não Informado,9236,sim
CLI_1351,mau,28,SC,PROP,3.0,SOLTEIRO,SUP,4617,sim
CLI_1352,bom,53,RJ,Não Informado,16.0,DIVORCIADO,SUP,6804,sim
CLI_1353,bom,20,SC,ALUG,6.0,SOLTEIRO,Não Informado,3741,sim
CLI_1354,mau,33,RJ,ALUG,4.0,DIVORCIADO,SEC,5882,nao
CLI_1355,mau,24,SC,PROP,21.0,SOLTEIRO,SUP,4281,sim
CLI_1356,bom,60,RJ,PROP,15.0,DIVORCIADO,PRIM,8781,sim
CLI_1357,bom,39,RJ,PROP,39.0,DIVORCIADO,SUP,6356,sim
CLI_1358,bom,78,SC,PROP,10.0,CASADO,Não Informado,9845,sim
CLI_1359,bom,37,RJ,PROP,13.0,DIVORCIADO,Não Informado,6180,sim
CLI_1360,bom,29,RJ,PROP,5.0,DIVORCIADO,SEC,4508,sim
CLI_1361,bom,33,RJ,PROP,22.0,DIVORCIADO,SEC,5301,sim
CLI_1362,bom,42,RJ,PROP,5.0,DIVORCIADO,PRIM,6951,sim
CLI_1363,bom,69,SC,PROP,30.0,SOLTEIRO,SUP,8468,sim
CLI_1364,mau,41,RJ,ALUG,15.0,DIVORCIADO,SUP,6385,sim
CLI_1365,mau,34,RJ,ALUG,12.0,DIVORCIADO,SUP,5915,sim
CLI_1366,bom,30,RJ,PROP,29.0,DIVORCIADO,SUP,4544,sim
CLI_1367,bom,22,SC,ALUG,12.0,SOLTEIRO,Não Informado,5090,nao
CLI_1368,mau,46,RJ,PROP,27.0,DIVORCIADO,SUP,6254,sim
CLI_1369,mau,58,SC,PROP,5.0,CASADO,SUP,7560,nao
CLI_1370,mau,37,RJ,ALUG,1.0,DIVORCIADO,SEC,6930,sim
CLI_1371,bom,78,RJ,PROP,21.0,DIVORCIADO,SEC,9590,sim
CLI_1372,bom,50,RJ,PROP,7.0,DIVORCIADO,SUP,8070,sim
CLI_1373,bom,33,RJ,PROP,32.0,DIVORCIADO,SUP,5638,sim
CLI_1374,bom,64,SC,PROP,1.0,CASADO,SUP,8379,sim
CLI_1375,mau,25,SC,PROP,25.0,SOLTEIRO,SUP,4701,sim
CLI_1376,bom,71,SC,PROP,10.0,CASADO,Não Informado,10287,sim
